image_name,x,y
174571_1_E2_00001.png,260,254
163636_3_0001.png,258,255
174571_2_00001.png,254,257
114256_2_001.png,255,255
22871_1_001.png,255,261
175120_1_E1_00001.png,256,256
14867_2_E1_001.png,256,256
175120_1_E2_00001.png,257,257
127290_2_001.png,260,255
175120_2_00001.png,258,258
175484_1_00001.png,256,257
63667_1_E2.png,250,255
175507_1_00001.png,258,253
125907_1_E1_001.png,261,257
12316_3_E1_001.png,266,254
175568_1_E1_00001.png,258,258
138569_2_0001.png,257,254
175568_1_E2_00001.png,256,256
76429_1_E1_001.png,254,254
175568_2_00001.png,258,258
118400_1_E1_001.png,257,257
175640_1_00001.png,256,255
149284_1_E1_0001.png,254,254
175770_1_00001.png,256,256
12562_4_E2_001.png,255,253
175804_1_00001.png,258,256
92932_1_001.png,255,256
175921_1_E1_00001.png,256,255
175921_1_E2_00001.png,257,254
175921_2_00001.png,256,256
73307_2_001.png,255,255
175933_1_E1_00001.png,258,254
175933_1_E2_00001.png,257,254
61016_2_001.png,252,259
175943_1_E1_00001.png,256,255
175943_1_E2_00001.png,256,255
11274_1_E2_001.png,257,257
175943_2_00001.png,256,255
176078_1_E1_00001.png,256,255
160722_1_E2_0001.png,255,255
176078_1_E2_00001.png,256,255
9611_1_001.png,257,265
176078_2_00001.png,256,255
176078_3_00001.png,256,255
176078_4_00001.png,256,255
81258_1_E1_001.png,256,256
176298_1_00001.png,256,256
176318_1_E1_00001.png,256,255
176318_1_E2_00001.png,256,255
109533_1_E2_001.png,256,256
176318_2_00001.png,256,255
176568_1_E1_00001.png,256,255
176568_1_E2_00001.png,256,255
53256_1_E1_001.png,256,255
176706_1_00001.png,257,254
74428_1_E2_001.png,256,255
176706_2_00001.png,257,255
116815_1_E1_001.png,258,256
176779_1_E1_00001.png,256,255
176779_1_E2_00001.png,256,255
176779_2_00001.png,256,255
79774_1_E1_001.png,255,255
176811_1_E1_00001.png,256,255
19381_1_001.png,254,257
176811_1_E2_00001.png,256,255
176811_2_00001.png,256,255
176844_1_00001.png,256,256
17386_2.png,272,251
176844_2_00001.png,257,257
177789_1_00001.png,256,256
177789_2_00001.png,256,256
94235_1_E1.png,261,261
177797_1_E1_00001.png,257,254
177797_1_E2_00001.png,257,254
177797_2_E1_00001.png,256,255
38674_1_E2_001.png,256,255
177797_2_E2_00001.png,256,255
177797_3_00001.png,257,254
121183_2_E2_001.png,257,254
177823_1_00001.png,257,259
271TrpF_M4_C1_x4_high.0001.png,251,267
177916_1_00001.png,256,256
177916_2_E1_00001.png,257,257
177916_2_E2_00001.png,256,256
165550_1_0001.png,257,256
178368_1_00001.png,256,255
178386_1_00001.png,257,260
178432_1_00001.png,258,253
165065_1_E1_0001.png,258,253
178432_2_00001.png,256,255
178711_1_E1_00001.png,256,256
13120_1_E1_001.png,255,255
178711_1_E2_00001.png,256,255
178711_2_00001.png,255,256
53256_2_001.png,257,256
178777_1_00001.png,256,255
86868_1_E1_001.png,258,256
178832_1_00001.png,256,255
178893_1_E1_00001.png,256,255
178893_1_E2_00001.png,257,254
35664_1_E2_001.png,255,255
178893_2_00001.png,256,255
114_1_B1c_gly_peak2.0001.png,253,260
178959_1_00001.png,255,256
46896_1_E1_001.png,256,255
178959_2_00001.png,256,255
65846_1_E2_001.png,251,257
178973_1_00001.png,256,256
178989_1_00001.png,256,255
40028_1_E2_001.png,257,256
179100_1_00001.png,256,255
106264_1_E2_001.png,256,256
179100_2_00001.png,256,256
179344_1_E1_00001.png,254,254
18058_6.png,269,254
179344_1_E2_00001.png,255,256
179344_2_00001.png,256,256
179482_1_00001.png,255,256
96990_2.png,261,253
179492_1_E1_00001.png,255,255
179492_1_E2_00001.png,255,255
179492_2_00001.png,255,255
84354_2_001.png,256,256
179492_3_00001.png,256,255
90308_1_E2_001.png,256,256
179565_1_E1_00001.png,254,257
11014_2_001.png,257,256
179565_1_E2_00001.png,257,251
17141_2_001.png,254,256
179565_2_00001.png,255,256
179667_1_00001.png,255,255
150853_1_E2_0001.png,257,257
180314_1_E1_00001.png,255,257
180314_1_E2_00001.png,255,256
86292_1_E2_001.png,258,253
180314_2_00001.png,256,255
180331_1_E1_00001.png,255,255
91597_2_001.png,258,253
180331_1_E2_00001.png,255,255
180331_2_00001.png,255,255
123244_1_E1_001.png,260,257
180493_1_00001.png,257,257
180552_1_00001.png,257,254
100666_1_E2_001.png,260,254
180552_2_E1_00001.png,257,254
180552_2_E2_00001.png,257,254
107586high_1_001.png,257,257
180709_1_00001.png,256,256
149539_1_E2_0001.png,254,254
180709_2_00001.png,259,254
3h0p_stm1194_n1_nat.png,254,260
180723_1_00001.png,256,255
137616_1_E2_00001.png,255,256
180752_1_00001.png,256,255
108765_2_001.png,258,256
19408_1_E1_001.png,256,255
180752_2_00001.png,256,256
92029_2_001.png,255,258
180831_1_E1_00001.png,257,251
28056_17_E2_001.png,256,255
180831_1_E2_00001.png,255,256
70568_1_E2_001.png,256,256
180831_2_00001.png,258,250
152454_1_E2_0001.png,257,256
9629_2_001.png,267,255
180999_1_E1_00001.png,257,254
85916_4_001.png,259,256
180999_1_E2_00001.png,254,257
108894_2_001.png,256,256
180999_2_00001.png,258,253
152245_1_E1_0001.png,258,256
180999_3_E1_00001.png,255,256
70568_1_E2_1000.png,254,254
180999_3_E2_00001.png,257,254
121974_1_E1_001.png,256,257
180999_4_00001.png,254,257
76429_2_001.png,256,255
181247_1_E1_00001.png,257,254
100666_2_001.png,257,255
181247_1_E2_00001.png,255,256
84799_1_E2_001.png,258,255
181247_2_00001.png,254,257
158220_2_00001.png,256,255
181275_1_E1_00001.png,257,257
25575_2_001.png,258,250
181275_1_E2_00001.png,257,257
57375_1_E1_001.png,255,255
181275_2_00001.png,257,257
40648_1_001.png,256,256
181314_2_E1_00017.png,253,253
74875_1_E2_001.png,255,256
181314_2_E2_00001.png,253,253
37581_1_E1_001.png,258,258
181388_1_E1_00001.png,259,254
117274_2_001.png,259,257
181388_1_E2_00001.png,255,256
99970_1_E2_001.png,257,252
17548_2_001.png,257,264
181388_2_00001.png,256,256
22317_2_001.png,257,254
181460_1_E1_00001.png,257,254
584_M1_A7_d1_data.0001.png,251,266
181460_1_E2_00001.png,255,256
34856_1_E2_001.png,258,254
8646_3_001.png,256,255
181460_2_00001.png,256,255
114310_2_001.png,256,255
181779_1_00001.png,256,255
181779_2_E1_00001.png,257,254
181779_2_E2_00001.png,257,254
89250_1_241.png,256,255
181779_3_00001.png,256,255
182072_1_00001.png,257,256
86197_1_E1_001.png,258,255
182072_2_00001.png,256,256
182389_1_00001.png,256,256
183556_1_00001.png,256,255
123431_1_E2_001.png,260,257
183556_2_E1_00001.png,256,255
183556_2_E2_00001.png,256,256
62940_1_E1.png,250,255
183667_1_E1_00001.png,256,255
183667_1_E2_00001.png,256,255
183667_2_00001.png,256,255
88778_1_E2_001.png,255,255
183676_1_E1_00001.png,256,256
183676_1_E2_00001.png,256,256
183676_2_00001.png,256,256
101937_1_E1_001.png,254,257
183713_1_E1_00001.png,256,255
183713_1_E2_00001.png,256,255
75674_1_E1_001.png,256,256
183713_2_00001.png,256,255
11039_2_001.png,267,252
183717_1_00001.png,256,255
183717_2_E1_00001.png,256,255
183717_2_E2_00001.png,255,256
44697_2_001.png,257,256
183754_1_E1_00001.png,256,256
183754_1_E2_00001.png,256,255
125543_1_E2_001.png,259,255
183754_2_00001.png,256,256
183844_1_E1_00001.png,255,256
183844_1_E2_00001.png,256,255
107767_1_E1_001.png,258,253
183844_2_00001.png,256,255
29753_1_E1_001.png,260,251
184110_1_00001.png,257,254
65408_2.png,252,255
184206_1_00001.png,256,255
80110_1_E1_001.png,254,257
184274_1_00001.png,258,256
184765_1_00001.png,256,255
133954_2_0001.png,255,255
184818_1_00001.png,256,255
184825_1_00001.png,256,255
49893_1_E2_001.png,258,256
185056_1_00001.png,256,255
185056_2_00001.png,256,255
185060_1_00001.png,256,255
88760_2_001.png,256,256
185060_2_00001.png,257,254
185060_3_00001.png,256,255
96452_1_E1.png,259,258
185350_1_00001.png,257,254
165956_2_0001.png,256,256
185361_1_00001.png,257,254
9N_3.0001.png,255,259
185512_1_001.png,252,257
3c4p4_2_002.png,254,257
185512_2_001.png,253,257
21036_1_E2_001.png,257,265
185538_1_001.png,253,260
185538_2_001.png,254,258
25076_1_E1_001.png,256,255
185556_1_E1_001.png,252,258
139422_1_E1_0001.png,256,256
185556_1_E2_001.png,252,259
61535_1_E1_001.png,255,255
185556_2_001.png,254,256
10240_1_001.png,254,254
185594_1_001.png,253,261
185601_1_E1_001.png,253,262
126867_2_001.png,254,257
185601_1_E2_001.png,253,263
21629_3_001.png,257,257
185601_2_001.png,253,262
11280_6_E1_001.png,253,253
185626_1_001.png,253,259
185723_1_E1_001.png,252,259
98553_1_E2_001.png,260,254
185723_1_E2_001.png,253,257
10230_5_E1_001.png,256,255
185723_2_001.png,253,257
185801_1_E1_001.png,254,258
90907_1_E2_001.png,254,257
185801_1_E2_001.png,252,260
185801_2_001.png,253,259
44156_1_E2_001.png,257,255
185801_3_E1_001.png,254,258
185801_3_E2_001.png,254,257
151434_1_E1_0001.png,258,256
185801_4_001.png,252,259
10270_1_E1_001.png,254,258
185814_1_E1_00001.png,256,256
185814_1_E2_00001.png,256,256
185814_2_00001.png,256,256
56355_1_001.png,253,254
185823_1_E1_001.png,254,258
185823_1_E2_001.png,252,259
136609_1_E1_0001.png,256,256
185823_2_001.png,252,259
185869_1_001.png,253,260
151666_1_E2_0001.png,255,256
186408_1_E1_00001.png,256,256
186408_1_E2_00001.png,256,256
26201_1_E1_001.png,258,258
186408_2_00001.png,256,256
186527_1_001.png,252,259
120358_1_E1_001.png,257,257
186527_2_E1_001.png,252,259
186527_2_E2_001.png,252,259
97202_2.png,255,256
186573_1_001.png,253,261
1_8_3.png,255,258
186573_2_E1_001.png,253,260
186573_2_E2_001.png,253,260
27127_1_E2_001.png,257,254
186573_101_001.png,253,261
186573_102_E1_001.png,253,261
151230_1_E2_0001.png,257,257
186573_102_E2_001.png,253,260
138060_1_E1_0001.png,256,256
186591_1_001.png,253,259
11504_2_E1_001.png,265,254
186591_2_E1_001.png,252,259
186591_2_E2_001.png,253,259
55006_1_E1_001.png,254,254
186708_1_E1_00001.png,255,256
7488_M3_C5_d2_data_00001.png,256,254
186708_1_E2_00001.png,255,255
186708_2_00001.png,256,256
91765_1_E1_001.png,255,256
186724_1_001.png,253,259
28086_17_E1_001.png,258,258
186724_2_E1_001.png,252,259
186724_2_E2_001.png,252,259
55408_2_001.png,256,255
186724_101_001.png,253,259
9O_17.0001.png,256,257
186728_1_001.png,252,257
186728_2_E1_001.png,254,256
73086_1_E2_001.png,254,255
186728_2_E2_001.png,255,256
186871_1_E1_001.png,254,257
25007_1_001.png,256,255
186871_1_E2_001.png,253,257
186871_2_001.png,252,257
107325_1_E1_001.png,253,257
186992_1_E1_001.png,253,258
186992_1_E2_001.png,253,259
107059_2_001.png,256,256
186992_2_001.png,254,257
187166_1_E1_001.png,252,261
34336_1_E2_001.png,257,257
187166_1_E2_001.png,252,261
112306_2_001.png,259,256
187166_2_001.png,253,260
187252_1_001.png,253,260
58046_3.png,247,253
187252_101_001.png,254,257
187718_1_E1_001.png,254,256
20044_2_E2.png,256,255
187718_1_E2_001.png,254,256
187718_2_001.png,253,257
165065_1_E2_0001.png,255,256
187784_1_E1_001.png,254,258
14c4p2_1_E1_001.png,258,250
187784_1_E2_001.png,254,258
60479_1_E1_001.png,255,253
16c35p2_1_E1_001.png,254,257
187784_2_001.png,254,259
187839_1_00001.png,255,255
187937_1_E1_001.png,253,259
102552_2_001.png,259,255
187937_1_E2_001.png,254,257
88378_2_001.png,255,255
187937_2_002.png,253,259
187960_1_001.png,254,258
126503_1_E1_001.png,260,257
187960_101_001.png,253,258
188027_1_001.png,254,260
150853_1_E1_0001.png,257,257
188066_1_E1_001.png,253,259
188066_1_E2_001.png,253,259
63581_2.png,252,255
188066_2_001.png,253,258
90874-xtal2-regularbeam.0001.png,255,266
188360_1_E1_00001.png,255,256
15797_1_E1_001.png,255,256
188360_1_E2_00001.png,256,255
188360_2_00001.png,256,255
188517_1_E1_00001.png,257,254
85341_1_001.png,257,256
188517_1_E2_00001.png,255,257
188517_2_00001.png,255,258
157217_1_E2_0001.png,258,256
188547_1_E1_001.png,253,259
188547_1_E2_001.png,253,259
107516_2_001.png,254,251
188547_2_001.png,254,258
188561_1_E1_001.png,254,257
149284_1_E2_0001.png,258,256
188561_1_E2_001.png,253,259
188561_2_001.png,254,257
81309_1_E1_001.png,256,255
189596_1_E1_001.png,254,259
189596_1_E2_001.png,253,261
111501_1_E2_001.png,257,256
189682_1_E1_001.png,253,261
189682_1_E2_001.png,253,261
64991_2_E1.png,250,255
189682_2_001.png,253,262
189701_1_E1_001.png,254,258
57548_1_E2_001.png,257,257
189701_1_E2_001.png,253,258
85546_1_E2_001.png,258,255
189701_2_001.png,254,258
190798_1_00001.png,255,255
12996_2_E2_001.png,256,256
190798_2_00001.png,255,255
190819_1_E1_00001.png,256,256
104955_1_E2_001.png,256,256
190819_1_E2_00001.png,256,255
190819_2_00001.png,255,255
191124_1_E1_00001.png,256,256
113277_3_001.png,257,254
191124_1_E2_00001.png,256,256
191124_2_00001.png,255,255
191165_1_E1_00001.png,255,258
160722_1_E1_0001.png,256,255
191165_1_E2_00001.png,256,255
25c22p3_1_E1_001.png,254,254
191165_2_00001.png,255,256
2997_2_001.png,254,255
191334_1_00001.png,256,255
2557_1_E3_001.png,258,258
191885_1_00001.png,256,255
192242_1_E1_00001.png,256,255
112306_1_E1_001.png,258,256
192242_1_E2_00001.png,257,254
192242_2_00001.png,255,256
192453_1_00001.png,255,256
91826_1_001.png,258,256
192464_1_E1_00001.png,255,256
192464_1_E2_00001.png,255,256
95955_2.png,286,260
192487_1_00001.png,256,255
192523_1_00001.png,255,256
192721_1_E1_00001.png,256,255
118551_1_E1_001.png,258,255
192721_1_E2_00001.png,255,258
192721_2_00001.png,255,257
24756_1_E1_001.png,256,255
192772_1_E1_00001.png,256,257
79794_1_E2_001.png,256,256
192772_1_E2_00001.png,257,259
101320_1_E2_001.png,255,255
192787_1_00001.png,255,256
192787_2_E1_00001.png,255,256
131435_1_E1_001.png,254,254
192787_2_E2_00001.png,255,256
192962_1_00001.png,256,255
193394_1_00001.png,255,256
44338_3_E1_001.png,254,254
194045_1_E1_00001.png,256,255
194045_1_E2_00001.png,256,255
194045_2_00001.png,256,255
55064_1_001.png,255,254
194129_1_E1_00001.png,256,255
194129_1_E2_00001.png,256,255
143501_2_0001.png,255,255
194129_2_00001.png,255,256
194184_1_E1_00001.png,255,255
194184_1_E2_00001.png,255,256
151192_1_E1_0001.png,254,254
194184_2_00001.png,255,255
194379_1_E1_00001.png,256,256
194379_1_E2_00001.png,256,256
34719_2.png,254,256
194379_2_00001.png,256,256
194447_1_E1_00001.png,256,256
23153_2_001.png,255,255
194447_1_E2_00001.png,256,256
194447_2_00001.png,256,256
194717_1_00001.png,255,256
136140_1_E2_0001.png,256,256
194717_2_00001.png,256,255
022848_katm_20_1_2_0001.png,252,264
194717_3_00001.png,256,255
194830_1_00001.png,255,256
194830_2_00001.png,255,256
88267_1_001.png,257,256
194941_1_E1_00001.png,256,256
17c10p4_2_E1_001.png,256,255
194941_1_E2_00001.png,256,256
194941_2_00001.png,255,256
9P_3.0001.png,255,264
194949_1_E1_00001.png,256,255
131821_1_E1_001.png,257,254
194949_1_E2_00001.png,256,255
194949_2_00001.png,255,256
195015_1_E1_00001.png,256,255
15959_1_E2_001.png,257,257
195015_1_E2_00001.png,256,255
195015_2_00001.png,256,255
149539_1_E3_0001.png,254,254
195021_1_E1_00001.png,256,255
12c19p1_2_E2_001.png,254,257
195021_1_E2_00001.png,256,255
195021_2_00001.png,255,256
195051_1_E1_00001.png,256,255
67349_1_E2_001.png,257,255
195051_1_E2_00001.png,256,255
195051_2_00001.png,256,255
195101_1_00001.png,256,255
24438_3_001.png,258,253
195329_1_00001.png,255,255
195458_1_E1_00001.png,255,256
133954_1_E2_0001.png,255,255
195458_1_E2_00001.png,255,256
195458_2_00001.png,255,256
195706_1_E1_00001.png,255,255
66070_1_E1.png,249,254
195706_1_E2_00001.png,255,255
195706_2_00001.png,254,254
195823_1_E1_00001.png,255,256
87493_1_001.png,258,256
195823_1_E2_00001.png,256,255
195823_2_00001.png,255,256
156406_2_0001.png,257,256
195844_1_E1_00001.png,256,255
195844_1_E2_00001.png,255,256
2607_2_001.png,254,254
195844_2_00001.png,256,255
195896_1_00001.png,255,255
196080_1_00001.png,256,256
108276_1_001.png,258,258
11921_3_E3_001.png,253,257
196186_1_00001.png,256,256
196345_1_E1_00001.png,256,258
196345_1_E2_00001.png,255,258
108263_2_001.png,255,256
196345_2_00001.png,255,256
196379_1_E1_00001.png,257,254
30484_1_E1.png,256,256
196379_1_E2_00001.png,257,254
196379_2_00001.png,257,254
196603_1_E1_00001.png,256,255
123621_1_E2_001.png,260,257
196603_1_E2_00001.png,256,255
196603_2_00001.png,256,255
196606_1_E1_00001.png,257,257
141921_1_E1_0001.png,257,255
196606_1_E2_00001.png,255,255
196606_2_00001.png,256,256
196802_1_00001.png,256,255
102352_1_E2_001.png,254,257
197282_1_E1_00001.png,256,257
79374_2_001.png,255,256
197282_1_E2_00001.png,256,258
197282_2_00001.png,256,257
103523_1_001.png,256,255
197295_1_E1_00001.png,257,257
11933_1_001.png,253,242
197295_1_E2_00001.png,255,255
197295_2_00001.png,256,256
197391_1_E1_00001.png,256,256
126564_3_E1_001.png,258,255
197391_1_E2_00001.png,256,256
197391_2_00001.png,256,255
46035_1_E2_001.png,257,254
197391_3_00001.png,256,256
159940_1_E1_00001.png,257,254
197652_1_E1_00001.png,256,258
197652_1_E2_00001.png,255,258
197652_2_00001.png,256,258
39621_1_E2_001.png,256,255
197934_1_E1_00001.png,255,255
18547_1_001.png,257,264
197934_1_E2_00001.png,255,256
197934_2_00001.png,255,255
61258_1_E2_001.png,255,249
197934_3_00001.png,256,255
198531_1_E1_00001.png,257,254
100298_1_E1_001.png,255,256
198531_1_E2_00001.png,255,255
198531_2_00001.png,256,256
12525_4_E3_001.png,254,257
