153055_1_E2_0001,loop_scattering background_ring strong_background
156933_2_0001,
ekw2_4_1_001,background_ring
61817_1_E2_001,background_ring
201069_1_E2_00001,loop_scattering background_ring strong_background
p4_1_E2_001,background_ring
143230_1_E1_0001,loop_scattering background_ring strong_background
82007_3_001,loop_scattering background_ring
47717_2_E1_001,background_ring strong_background
196606_1_E2_00001,loop_scattering background_ring strong_background
tk-xf12-soak-ca-2.0001,background_ring
200362_1_E1_00001,background_ring
55315_2_001,ice_ring
rqr4-6,background_ring
154505_2_0001,loop_scattering background_ring strong_background
95390_2_E2,loop_scattering background_ring
100744_1_001,loop_scattering background_ring strong_background
158220_1_E2_00001,strong_background ice_ring
38495_1_E1_001,loop_scattering background_ring
cjs5-7,background_ring
60114_1_E2_001,loop_scattering background_ring
84291_2_001,loop_scattering background_ring strong_background
123222_1_001,loop_scattering strong_background
T2091_E1_1_001,strong_background
83476_2_001,strong_background
57133_1_E1_001,loop_scattering background_ring strong_background
121762_1_001,loop_scattering background_ring strong_background
5995_3_001,strong_background ice_ring
142507_1_E1_0001,background_ring strong_background
56381_3_001,strong_background diffuse_scattering
159473_1_E1_0001,background_ring strong_background
91320_2_001,loop_scattering
CdPiminC3eg.0001,background_ring strong_background
176318_1_E1_00001,background_ring strong_background
JBL6-16_1_001,loop_scattering strong_background
99049_2_001,strong_background
95462_2_E1,loop_scattering background_ring ice_ring
198553_1_E2_00001,loop_scattering background_ring strong_background
14775_3_001,background_ring
218475d8_x0001,background_ring strong_background
XV1_STAM0001_40001,strong_background
56038_4_001,diffuse_scattering ice_ring
l-asp-m1c7eg-2.0001,background_ring strong_background
267315h4_x0001,loop_scattering background_ring strong_background
116815_2_001,background_ring strong_background diffuse_scattering
10230_7_001,
34560_1_E2_001,background_ring strong_background
151434_2_0001,strong_background diffuse_scattering
111735_IND_H8_data.0001,ice_ring
119689_1_001,loop_scattering background_ring strong_background
146832_2_0001,background_ring strong_background diffuse_scattering
175484_1_00001,loop_scattering background_ring strong_background artifact
119173_1_E2_001,background_ring strong_background
86292_2_001,diffuse_scattering ice_ring
70622_1_E1_001,loop_scattering background_ring strong_background
PC05870B_19_7_1_001,loop_scattering background_ring
kas6-4,background_ring diffuse_scattering
idp90611b,diffuse_scattering ice_ring
idp01139_3Q6D.0001,background_ring diffuse_scattering
11039_2_001,
49157_2_001,loop_scattering background_ring strong_background
9664low_3_001,
25602_1_E2_001,loop_scattering background_ring strong_background
107623_1_E2_001,background_ring strong_background
13055_5_001,
3h0p_stm1194_n1_nat_2,background_ring ice_ring
183754_2_00001,loop_scattering background_ring strong_background artifact
efe0002_sad_0001,background_ring strong_background
48870_2_001,loop_scattering background_ring strong_background
rux3-9,background_ring
49967_2_001,background_ring diffuse_scattering
HDAC6-x304_1_0001,strong_background
144619_2_0001,loop_scattering background_ring strong_background
174308_2_00001,loop_scattering strong_background
IDP02729-1b,background_ring diffuse_scattering
52483_1_E1_001,strong_background diffuse_scattering
ybn6_7_1_001,background_ring
156933_1_E1_0001,loop_scattering background_ring strong_background
89326_1_001,background_ring strong_background
lpg1851_x10b_pk2.0001,loop_scattering strong_background diffuse_scattering ice_ring
255936e1_high_x0001,strong_background artifact ice_ring
107586_Zn_1_001,loop_scattering background_ring strong_background
IDP02237-3,diffuse_scattering
134075_1_E2_0001,background_ring strong_background
11188_4_001,loop_scattering strong_background ice_ring
sm4g12ge2.0001,background_ring
60576_2_001,loop_scattering background_ring ice_ring non_uniform_detector
4-m1g3g2-peak.0001,background_ring diffuse_scattering
29762_3_001,loop_scattering background_ring strong_background ice_ring
9258_1_E2_001,background_ring
225985d11_x0001,loop_scattering background_ring strong_background
82268_1_E2_001,loop_scattering background_ring strong_background
175921_1_E2_00001,loop_scattering strong_background
25076_2_E2_001,loop_scattering background_ring
UVH3-3set,diffuse_scattering
64161_1_E2,loop_scattering diffuse_scattering ice_ring
217759b6_x0001,ice_ring
19057_1_E1_001,background_ring diffuse_scattering
23183_1_E1_001,loop_scattering background_ring strong_background
ENC0005_1_175_Dec7_2016_collect_0301,background_ring strong_background
206697_1_E1_00001,background_ring strong_background
sbq8-1,background_ring
d3_p9_103_001,
PY4_setdb1_2_screen_0001,strong_background artifact
13120_1_E1_001,background_ring strong_background
T3527_1_E3_001,background_ring diffuse_scattering
1732-m1d7g-peak.0001,background_ring strong_background
62581_1_001,loop_scattering background_ring strong_background
u1_t3.0001,loop_scattering strong_background
90779_3_001,loop_scattering strong_background
idp90611e,background_ring diffuse_scattering
157245_1_0001,background_ring strong_background
84630_1_001,loop_scattering background_ring strong_background
54314_2_001,loop_scattering background_ring strong_background
29pgc-pc-a11g.0001,background_ring diffuse_scattering
jcp2-9,loop_scattering
IDP00909-1,background_ring diffuse_scattering
162347_1_E2_001,ice_ring
INDF7-gly1-peak.0001,loop_scattering background_ring strong_background
262682g4_y0100,loop_scattering background_ring strong_background artifact
93611_1_E1,loop_scattering background_ring non_uniform_detector
126298_1_E2_001,loop_scattering strong_background
74945_1_E3_001,loop_scattering strong_background diffuse_scattering
36658_1_E2_001,background_ring diffuse_scattering
179482_1_00001,loop_scattering background_ring strong_background artifact
163108_1_E1_0001,loop_scattering background_ring strong_background
xwx3-10,background_ring
285996c10_0001,background_ring strong_background diffuse_scattering
21c10p2_2_E2_001,background_ring
1246P_2_001,loop_scattering background_ring
idp02310-1_B,background_ring diffuse_scattering
155626_1_E2_0001,loop_scattering ice_ring
172170_2_00001,strong_background artifact ice_ring
171391_1_E2_001,background_ring
184274_1_00001,loop_scattering background_ring strong_background artifact
rjo4-1,background_ring
15533_1_E2_001,loop_scattering strong_background
stm3982-2_A,loop_scattering background_ring
13055_1_001,loop_scattering strong_background diffuse_scattering
36319_1_E1_001,loop_scattering background_ring strong_background
m1-a9e.0001,background_ring non_uniform_detector
sam-pic12-peak.0001,background_ring diffuse_scattering
AssviHisAp_PFAR_M2_G3_data.0001,background_ring diffuse_scattering
106568_1_E2_001,loop_scattering strong_background
77278_1_E1_001,loop_scattering background_ring strong_background
197652_2_00001,loop_scattering strong_background artifact
135560_2_0001,loop_scattering background_ring strong_background
140722_2_0001,background_ring
fdi5-8,background_ring
35664_1_E1_001,loop_scattering background_ring strong_background
285574g2_z_0001,background_ring strong_background artifact
53256_1_E2_001,background_ring strong_background
92029_1_E1_001,loop_scattering strong_background
e6x_3.0701,background_ring
12525_4_E3_001,loop_scattering
337_SubTrpf_misl_M2_A5_low.0001,background_ring diffuse_scattering
30484_1_E1,loop_scattering ice_ring
262775a12_z20001,background_ring strong_background diffuse_scattering
puck32-10_lr_2_001,background_ring
34601_2,background_ring
UFB4_3,background_ring diffuse_scattering
185512_1_001,loop_scattering ice_ring non_uniform_detector
98291_1_001,loop_scattering background_ring strong_background
xtal1_addF5.0001,background_ring strong_background artifact
36184_1_E2_001,background_ring strong_background diffuse_scattering
111733_M1_f6_data.0001,background_ring
ach0001_Tob4_3Apr12_collect_120mm_300sec_0001,strong_background
181388_1_E2_00001,background_ring strong_background
12058_1_E3_001,background_ring diffuse_scattering
rzw4_1_3_7,background_ring
52025_1_E2_001,loop_scattering background_ring strong_background
10230_5_E2_001,loop_scattering background_ring
18574_1_E1_001,strong_background diffuse_scattering ice_ring
47717_1_E2_001,background_ring strong_background
210571_1_E1_00001,loop_scattering strong_background
207064_1_00001,loop_scattering strong_background artifact non_uniform_detector
IDP04689-2,background_ring diffuse_scattering
13022_1_001,background_ring
rux3-7,background_ring ice_ring
kgc9-3,background_ring
id2164-1_A,background_ring diffuse_scattering
90308_2_001,loop_scattering background_ring strong_background ice_ring
7162_3_001,
139313_1_E1_0001,loop_scattering background_ring strong_background non_uniform_detector
149284_1_E1_0001,loop_scattering background_ring
apc103670c,diffuse_scattering ice_ring
IDP91216-1,background_ring diffuse_scattering
149187_1_E2_0001,loop_scattering strong_background
63720_1_E2,loop_scattering background_ring strong_background ice_ring
81309_1_E2_001,loop_scattering background_ring strong_background non_uniform_detector
113488_1_E1_001,loop_scattering background_ring strong_background non_uniform_detector
257704f1_x0001,background_ring strong_background ice_ring
90356_2_001,strong_background ice_ring
60444_3_001,loop_scattering background_ring
82888_2_001,strong_background diffuse_scattering
15048_2_001,background_ring
163636_1_E1_0361,background_ring diffuse_scattering
179565_2_00001,loop_scattering background_ring strong_background
200822_1_00001,loop_scattering strong_background artifact
191124_1_E1_00001,loop_scattering background_ring diffuse_scattering artifact
101320_2_001,loop_scattering strong_background
155043_1_E2_0001,loop_scattering strong_background
198681_1_E2_00001,loop_scattering background_ring strong_background ice_ring
peak-2.0001,background_ring strong_background
20044_2_E1,background_ring strong_background diffuse_scattering
a2c1-peak.0001,background_ring strong_background
159525_2_E1_0001,loop_scattering strong_background
159525_1_E2_0001,loop_scattering background_ring strong_background
1001_M2_B7_low.0001,background_ring strong_background
cps-044-3_1_001,background_ring
61537_3_E1_001,background_ring strong_background
211518_2_00001,loop_scattering background_ring strong_background
265800f4_xx0001,strong_background
12217_2_001,
12562_4_E1_001,loop_scattering
idp90293b,loop_scattering background_ring
bjp_plate2-b3_1_001,background_ring diffuse_scattering
14851_2_001,loop_scattering strong_background
m1a11g.0001,background_ring diffuse_scattering
rkr2_4_1_001,background_ring diffuse_scattering ice_ring
172008_1_E2_001,loop_scattering background_ring strong_background
68112_4_001,loop_scattering background_ring strong_background
186527_2_E1_001,loop_scattering strong_background non_uniform_detector
211010_1_E1_00001,loop_scattering strong_background artifact non_uniform_detector
TK-1-H2-x1-low.0001,background_ring diffuse_scattering
49157_1_E2_001,loop_scattering background_ring strong_background
130597_1_E1_001,loop_scattering background_ring strong_background
IDP91546-1b,background_ring diffuse_scattering ice_ring
113120_1_E1_001,loop_scattering background_ring strong_background non_uniform_detector
xtal_4_scan_D2_low.0001,background_ring ice_ring
T3996_3_001,
17908_1,background_ring strong_background
26958_2_001,loop_scattering strong_background non_uniform_detector
79774_1_E1_001,loop_scattering strong_background non_uniform_detector
107325_2_001,loop_scattering background_ring strong_background non_uniform_detector
73340_2_001,loop_scattering background_ring strong_background
M1G2a.0001,loop_scattering background_ring strong_background
11921_3_E3_001,loop_scattering background_ring strong_background
3985_1_001,loop_scattering diffuse_scattering
11820_2_001,background_ring
3332_2_001,loop_scattering
40464_1_E2_001,loop_scattering background_ring strong_background
IDP01787-2_2_B,background_ring
vnb7-4,loop_scattering background_ring
T1588-822_1_E3_001,ice_ring
44283_1_E1_001,strong_background
20370_1_E1_001,strong_background
HUW5-15_1_001,loop_scattering background_ring strong_background
mj67_d10ab,background_ring
T3017_5_001,strong_background
196802_1_00001,loop_scattering strong_background artifact
STR0003-1,background_ring diffuse_scattering
IDP05410-4d,loop_scattering background_ring strong_background ice_ring
3893_3_E1_001,loop_scattering background_ring
I5-29_t1,background_ring diffuse_scattering
IDP00044_G5_C6_1_2_0001,loop_scattering strong_background diffuse_scattering
122185_1_E1_001,loop_scattering background_ring strong_background
65408_1_E1,background_ring diffuse_scattering
T3017_1_E1_001,strong_background
CAA0034_collect_Dec13_2016_0401,strong_background
168601_1_E2_0001,loop_scattering background_ring strong_background
218438h2_y0001,background_ring strong_background
138060_1_E2_0001,loop_scattering strong_background
154138_1_E1_0001,loop_scattering background_ring strong_background non_uniform_detector
186871_1_E1_001,loop_scattering background_ring non_uniform_detector
180999_2_00001,loop_scattering background_ring strong_background
x257392_real_00001,strong_background diffuse_scattering ice_ring
77278_2_001,loop_scattering background_ring strong_background
76161_1_E1_001,loop_scattering strong_background diffuse_scattering
izz8-4,background_ring
77848_1_E1_001,background_ring strong_background non_uniform_detector
9611_1_001,loop_scattering background_ring
idp01705-n1_B,background_ring diffuse_scattering
16-m2b3g-peak.0001,background_ring diffuse_scattering
APC234_Iy-4_1_0001,background_ring diffuse_scattering
mj67_d10a,background_ring
209049_2_00001,loop_scattering background_ring strong_background artifact
91320_1_E2_001,loop_scattering background_ring strong_background
92225_1_E1_001,loop_scattering strong_background
183667_1_E2_00001,loop_scattering strong_background artifact
76429_2_001,loop_scattering strong_background
23c28p2_2_001,strong_background
157727_1_0001,loop_scattering background_ring strong_background
111270_M4_G11_data.0001,background_ring diffuse_scattering
63791_1_E2,background_ring strong_background
lnk6-1,background_ring
217062a8b_x0010,background_ring strong_background
61643_1_E2_001,loop_scattering background_ring
206645h12_z0001,background_ring strong_background artifact
T2265_1_001,diffuse_scattering ice_ring
d3_p9_1_001,loop_scattering non_uniform_detector
24756_3_E1_001,loop_scattering strong_background
144591_2_0001,loop_scattering background_ring strong_background non_uniform_detector
21c10p2_1_E1_001,loop_scattering background_ring strong_background diffuse_scattering
95955_1_E1,background_ring non_uniform_detector
DCB19_6_1_001,background_ring strong_background ice_ring
51247_1_E1_001,loop_scattering strong_background ice_ring
75674_1_E2_001,background_ring ice_ring
APC6354_Ih-87_1_0001,loop_scattering strong_background
44931_1_E2_001,loop_scattering background_ring strong_background non_uniform_detector
216496e11_a0401,background_ring strong_background
27867_2_001,loop_scattering background_ring strong_background non_uniform_detector
IDP05410-4c,loop_scattering background_ring strong_background ice_ring
119698_1_E1_001,loop_scattering strong_background
149178_1_E1_0001,loop_scattering background_ring strong_background
bdu3-10lowres,background_ring diffuse_scattering
IDP01038_3ghz.0401,background_ring diffuse_scattering
97004_1_E1,background_ring diffuse_scattering ice_ring non_uniform_detector
12996_2_E2_001,loop_scattering strong_background
IDP05684CoA_PKa.0001,loop_scattering background_ring
126867_1_001,strong_background diffuse_scattering ice_ring
186408_2_00001,loop_scattering strong_background artifact
15625_1_E3_001,loop_scattering background_ring
60620_1_E1_001,background_ring
vmk5_1_1_001,background_ring strong_background artifact ice_ring
77741_1_E2_001,background_ring non_uniform_detector
180999_3_E1_00001,background_ring strong_background
test_4_001,loop_scattering background_ring strong_background artifact
18547_1_001,loop_scattering background_ring strong_background
255936e1_x0001,strong_background artifact ice_ring
30918_2,background_ring diffuse_scattering
284201at_tip_x_0001,strong_background artifact
98291_3_E1_001,loop_scattering background_ring strong_background
c1m_2_001,loop_scattering background_ring
idp1723-1_A,background_ring
190819_1_E2_00001,loop_scattering strong_background artifact
HsProlMut1_Mn_GP_pH69_nat_2_0001,background_ring
107516_1_E2_001,loop_scattering background_ring strong_background non_uniform_detector
137775_1_E1_0001,background_ring strong_background non_uniform_detector
IDP05735-3,loop_scattering background_ring
ic11-2-peak3.0001,loop_scattering background_ring diffuse_scattering
257491b7_z0001,background_ring strong_background
13120_3_001,background_ring strong_background
idp90922a,background_ring
187937_1_E1_001,background_ring non_uniform_detector
F1967_0912_screen_0001,strong_background artifact ice_ring
idp04176g,background_ring
anomalous_IDP00577-5b,background_ring
IDP02733_3M5P.0001,background_ring diffuse_scattering
170434_2_001,ice_ring
165956_1_E1_0001,loop_scattering background_ring strong_background artifact ice_ring non_uniform_detector
180999_1_E2_00001,background_ring strong_background
63667_1_E1,loop_scattering background_ring ice_ring
25076_1_E1_001,loop_scattering background_ring strong_background non_uniform_detector
184206_1_00001,loop_scattering background_ring strong_background artifact non_uniform_detector
114340_1_E1_001,loop_scattering background_ring strong_background non_uniform_detector
KDM4B_1s,background_ring
13120_2_E2_001,background_ring strong_background
TUC-8_4_1_001,
130716_1_E1_001,loop_scattering strong_background non_uniform_detector
112971_2_001,loop_scattering background_ring strong_background non_uniform_detector
ic7-2su.0001,diffuse_scattering ice_ring
rgo9-7,background_ring diffuse_scattering
136883_2_001,background_ring
34719_1_E1,background_ring
17c10p4_2_E1_001,background_ring non_uniform_detector
115852_1_001,loop_scattering background_ring strong_background
22755_1_E2_001,loop_scattering background_ring strong_background
73340_1_E2_001,loop_scattering background_ring strong_background non_uniform_detector
u1_s4.0001,background_ring strong_background
211010_1_E2_00001,loop_scattering background_ring strong_background artifact non_uniform_detector
93357_1_E2_001,background_ring strong_background non_uniform_detector
233128a2_x0001,background_ring strong_background
quk9-15_4_00001,strong_background diffuse_scattering ice_ring
WTT6-9_1_001,background_ring strong_background artifact
217183b6-amp_hires_0001,strong_background artifact ice_ring
ppm3D3-peak.0001,loop_scattering strong_background
96452_1_E1,loop_scattering strong_background non_uniform_detector
m1g1eg.0001,background_ring
188066_1_E1_001,ice_ring non_uniform_detector
10849_1_E2_001,
107810_1_E1_001,loop_scattering strong_background non_uniform_detector
151759_3_00001,loop_scattering strong_background artifact
264490e5_x20001,background_ring strong_background artifact
idp91106m,diffuse_scattering ice_ring
100346_M1_B8_high.0001,background_ring diffuse_scattering
143501_2_0001,loop_scattering strong_background
257500d1_0001,loop_scattering strong_background
imp-q21-ih5eg.0001,background_ring strong_background
45407_1_E2_001,loop_scattering background_ring strong_background non_uniform_detector
138499_2_0001,loop_scattering background_ring
46502_1_E1_001,loop_scattering background_ring strong_background non_uniform_detector
199055_1_E2_001,ice_ring
10911_3_001,loop_scattering strong_background
179492_2_00001,loop_scattering background_ring strong_background artifact
T2091_E3_1_001,strong_background non_uniform_detector
T2869_1_E3_001,background_ring
10690_1_E2_001,loop_scattering strong_background
idp91753a,loop_scattering background_ring strong_background diffuse_scattering
17386_1,loop_scattering background_ring strong_background
C8_2_2_00001,background_ring strong_background
40028_1_E2_001,loop_scattering strong_background
9N_32.0001,loop_scattering background_ring strong_background
13Feb15_n1_collect_sweep2_0001,background_ring strong_background artifact
phi180_0001,strong_background artifact
m4d9g-1.0001,diffuse_scattering
56381_1_E2_001,strong_background
55404_1_E2_001,loop_scattering background_ring strong_background
fmc3-8,background_ring diffuse_scattering
210571_1_E2_00001,loop_scattering strong_background artifact
47532_1_E2_001,strong_background
207064_2_00001,loop_scattering strong_background artifact non_uniform_detector
85916_4_001,loop_scattering strong_background
idp05469.2a,loop_scattering background_ring ice_ring
tm0875_8p44_1_E2_001,background_ring
127933_1_E2_001,loop_scattering strong_background
tlg6_3_1_001,loop_scattering background_ring diffuse_scattering
181388_1_E1_00001,loop_scattering strong_background
T1588-822_102_E2_001,background_ring
IDP05108-4,background_ring diffuse_scattering ice_ring
100019_2_001,loop_scattering strong_background
136883_1_E2_001,background_ring non_uniform_detector
m3c4no2.0001,background_ring strong_background
140569_1_E1_0001,loop_scattering background_ring strong_background
185723_1_E2_001,background_ring non_uniform_detector
211518_1_00001,loop_scattering strong_background
103946_3_001,background_ring strong_background non_uniform_detector
10562_M4_g1_3_data.0001,loop_scattering background_ring strong_background
89520_1_E2_001,strong_background
17c2p3_4_001,loop_scattering background_ring strong_background artifact
185538_1_001,loop_scattering background_ring strong_background non_uniform_detector
141921_2_0001,loop_scattering background_ring strong_background
46896_1_E1_001,strong_background diffuse_scattering ice_ring
93310_1_001,loop_scattering background_ring strong_background
KDM4A-3,background_ring
198681_1_E1_00001,loop_scattering background_ring strong_background artifact non_uniform_detector
85341_2_001,background_ring strong_background ice_ring
144187_1_E1_0001,background_ring
191124_1_E2_00001,loop_scattering strong_background diffuse_scattering artifact
11280_3_001,loop_scattering background_ring strong_background diffuse_scattering
244377g6_y0001,strong_background ice_ring
121774_3_001,background_ring diffuse_scattering
181388_2_00001,loop_scattering strong_background
116815_1_E1_001,background_ring strong_background diffuse_scattering
xwx3-6,ice_ring
idp02485.402sm-b,loop_scattering ice_ring
159700_1_E2_0001,background_ring
ja1_2_001,background_ring strong_background
pip-c9ge-1peak.0001,background_ring diffuse_scattering
if7g-peak.0001,background_ring
203781h1_1M_KI_y0001,background_ring strong_background
28056_17_E1_001,loop_scattering strong_background
57548_1_E2_001,background_ring strong_background
106933_1_E2_001,background_ring diffuse_scattering
257485c12_x0001,loop_scattering background_ring strong_background diffuse_scattering
idp00968a,background_ring diffuse_scattering
43942_2_001,loop_scattering strong_background
IDP95660-4,background_ring diffuse_scattering ice_ring
190819_1_E1_00001,strong_background
9969_4_001,loop_scattering background_ring non_uniform_detector
25011_1_E2_001,strong_background ice_ring
65408_2,background_ring
46896_2_001,diffuse_scattering ice_ring
92036_1_E2_001,background_ring strong_background
15154_1_E2_001,loop_scattering strong_background
261062c8_z20001,background_ring strong_background artifact
ENY1_1_1_001,background_ring
91156_1_E2_001,loop_scattering strong_background ice_ring
idp02531-1_A,background_ring
aik4-15_16_00001,loop_scattering background_ring strong_background
180999_3_E2_00001,background_ring strong_background
non-anomalous_IDP00335-1b,loop_scattering background_ring
jgp5-6b,background_ring
49893_1_E1_001,loop_scattering background_ring strong_background
91709_1_E1_001,background_ring strong_background ice_ring non_uniform_detector
113062_1_E1_001,background_ring non_uniform_detector
148872_1_E2_0001,loop_scattering background_ring strong_background non_uniform_detector
58118_2,diffuse_scattering
p8_c11_00001,background_ring
107112_1_001,loop_scattering strong_background
21629_1_E1_001,loop_scattering strong_background ice_ring
36121_1_E2_001,loop_scattering strong_background
1507_102_dropb3M2-29-gly-high.0001,background_ring strong_background
bfw9-7,background_ring
121017_2_001,loop_scattering
IDP91947-1,loop_scattering background_ring ice_ring
180999_1_E1_00001,loop_scattering background_ring strong_background
55056_1_E1_001,loop_scattering background_ring strong_background
nys3_b3a,background_ring diffuse_scattering
GW0004_1_867-1,background_ring
81605_1_E2_001,loop_scattering strong_background ice_ring
x1-high.0001,strong_background artifact
x249641.0001,background_ring strong_background
257193a2_y0001,strong_background
ESPG2_M1_B5_x3_data.0001,strong_background
123353_1_E1_001,loop_scattering strong_background
62506_1_E2_001,
11319_1_001,background_ring
10301_2_001,
88778_1_E2_001,loop_scattering strong_background non_uniform_detector
IDP01791_n1_1_0001,background_ring strong_background
wih10su2-peak1.0001,background_ring
89622_1_E1_001,loop_scattering strong_background
195021_2_00001,loop_scattering strong_background artifact
idp05121.2sm-a,background_ring diffuse_scattering
154823_1_E2_0001,background_ring diffuse_scattering
196080_1_00001,loop_scattering strong_background artifact
183667_1_E1_00001,loop_scattering strong_background artifact
unknown-4a,loop_scattering background_ring
dcb6_7_1_001,loop_scattering background_ring
14775_2_E2_001,background_ring
24118_1_E1_001,loop_scattering strong_background ice_ring
C8_6_9_00001,background_ring strong_background
icw9-5,background_ring diffuse_scattering
183667_2_00001,loop_scattering strong_background artifact
101320_1_E1_001,loop_scattering background_ring strong_background diffuse_scattering
117397_1_E1_001,loop_scattering background_ring strong_background ice_ring
auw1_3_1_001,background_ring
84354_4_001,background_ring strong_background diffuse_scattering
93357_2_001,background_ring strong_background non_uniform_detector
121774_1_E2_001,background_ring diffuse_scattering non_uniform_detector
173022_2_0001,loop_scattering background_ring strong_background
146092_1_0001,background_ring strong_background non_uniform_detector
73676_2_001,diffuse_scattering
15758_1_E1_001,loop_scattering strong_background
91082_2_001,loop_scattering strong_background
auw1_16_1_001,background_ring diffuse_scattering
81155_1_E2_001,loop_scattering background_ring strong_background non_uniform_detector
72230_1_E1_001,loop_scattering strong_background non_uniform_detector
204287g6_ax0001,loop_scattering background_ring strong_background
54906_1_E1_001,strong_background
2077_W_pyr2pk.0001,background_ring strong_background
228044h10_x0001,loop_scattering strong_background
IDP90557_J-2-3_1_0001,strong_background artifact
49046_1_E2_001,loop_scattering background_ring strong_background
xy102_peak.0001,loop_scattering background_ring strong_background
53083_1_001,loop_scattering background_ring strong_background ice_ring
186728_2_E1_001,loop_scattering ice_ring non_uniform_detector
262775a12_x0001,background_ring diffuse_scattering
114256_2_001,background_ring ice_ring
74295_2_001,loop_scattering strong_background non_uniform_detector
176318_1_E2_00001,background_ring strong_background artifact
34562_1_E2_001,loop_scattering strong_background diffuse_scattering
290723a7_y_0001,background_ring strong_background
80804_1_E2_001,loop_scattering background_ring diffuse_scattering
qub4-1_1_001,background_ring ice_ring
226714c8_x0001,background_ring strong_background artifact
91286_2_001,background_ring diffuse_scattering
179492_3_00001,loop_scattering background_ring strong_background artifact
T2091_E2_1_001,strong_background non_uniform_detector
231382a1_z0001,strong_background
16472_1_001,loop_scattering background_ring strong_background non_uniform_detector
sal9_p11_1_001,loop_scattering background_ring
158220_1_E1_00001,loop_scattering strong_background artifact ice_ring
INDE9gly-peak.0001,background_ring diffuse_scattering
185556_2_001,loop_scattering background_ring strong_background non_uniform_detector
127124_1_E2_001,loop_scattering strong_background
10641_3_E2_001,loop_scattering
200362_1_E2_00001,background_ring
mly7-11_1_001,background_ring strong_background
196606_1_E1_00001,loop_scattering background_ring strong_background artifact
18058_2,loop_scattering background_ring strong_background ice_ring
IDP04297-1_Se_B,background_ring
201069_1_E1_00001,loop_scattering background_ring strong_background artifact
120358_1_E1_001,background_ring strong_background diffuse_scattering
jtp5-6,loop_scattering background_ring diffuse_scattering
T1588-822_101_E1_001,background_ring
37581_1_E1_001,background_ring strong_background non_uniform_detector
151759_2_00001,loop_scattering strong_background artifact
54510_1_E2_001,loop_scattering background_ring
ymq0-4,background_ring diffuse_scattering
11504_2_E1_001,background_ring diffuse_scattering
IDP05245_4GVO.0001,loop_scattering background_ring strong_background
168670_1_E1_0001,loop_scattering strong_background artifact
idp2451-n3_B,background_ring diffuse_scattering
215778c6_y0001,strong_background
108484_2_001,loop_scattering background_ring strong_background non_uniform_detector
image_x0001,background_ring strong_background
125998_1_E2_001,strong_background
81605_2_001,strong_background ice_ring
142756_1_E2_0001,loop_scattering strong_background
NY28_10set3,background_ring
8989_1_001,loop_scattering background_ring
149934_1_0001,loop_scattering background_ring strong_background non_uniform_detector
katm_17_1,loop_scattering ice_ring
198553_1_E1_00001,loop_scattering strong_background
apc4542_DNA24_B1_c2_1_0001,loop_scattering non_uniform_detector
227318b6_y0001,loop_scattering strong_background artifact
idp1318-C3-anl2-gly.0001,background_ring
